arrival_vessels_24h,port_capacity_utilization,visibility_km,wind_speed_knots,queue_length,arrival_hour,vessel_type,is_monsoon_season,day_of_week,delay_minutes,congestion_label,congestion_level,confidence_score
20,0.4495,12.82,22.44,11,9,0,0,1,236.67,0,1,0.6032
11,0.2992,13.57,15.95,3,8,0,1,6,205.14,0,1,0.634
18,0.1167,6.91,28.57,14,14,0,0,0,246.98,1,1,0.6068
13,0.8475,7.08,10.68,12,21,0,0,6,292.09,1,1,0.6508
19,0.9208,7.45,15.38,10,4,2,0,3,331.38,1,2,0.6891
25,0.3903,13.92,26.85,1,19,1,0,5,188.93,0,1,0.6498
39,0.3877,2.1,14.5,0,1,2,1,1,328.84,1,2,0.6866
6,0.106,18.65,32.17,13,21,0,0,1,181.8,0,1,0.6567
31,0.6782,5.23,24.66,13,15,1,0,3,302.99,1,2,0.6614
6,0.8016,19.99,35.88,2,17,1,1,3,216.35,0,1,0.6231
39,0.2246,4.26,42.93,12,15,0,0,1,318.78,1,2,0.6768
22,0.2357,15.66,9.63,5,4,1,1,3,209.6,0,1,0.6296
18,0.7716,5.24,18.39,12,0,1,0,5,286.17,1,1,0.645
24,0.6238,2.54,17.78,1,18,2,0,3,251.43,1,1,0.6111
22,0.1381,17.62,11.05,9,9,0,0,5,179.79,0,1,0.6587
14,0.6292,17.32,37.41,14,20,2,0,3,292.09,1,1,0.6508
29,0.3626,8.67,35.4,12,12,2,0,1,313.73,1,2,0.6719
6,0.4134,14.35,24.38,6,22,1,0,0,158.1,0,1,0.6799
29,0.7543,11.58,26.51,10,23,1,1,2,319.82,1,2,0.6778
37,0.7893,17.21,7.38,6,22,0,1,1,278.22,1,1,0.6373
40,0.4403,6.99,27.22,10,22,1,0,6,299.51,1,1,0.658
35,0.9051,10.95,36.65,2,10,1,1,2,315.65,1,2,0.6738
18,0.4455,10.22,27.95,13,14,1,1,3,293.57,1,1,0.6522
5,0.7561,7.72,15.61,0,1,0,0,3,210.43,0,1,0.6288
20,0.5113,17.94,31.7,8,5,2,0,0,282.53,1,1,0.6415
7,0.8629,4.15,19.46,10,20,1,1,3,290.48,1,1,0.6492
39,0.8716,3.84,26.79,4,10,2,0,6,356.87,1,2,0.714
45,0.1743,11.96,24.5,1,14,1,0,2,185.35,0,1,0.6533
10,0.896,13.49,20.25,14,8,1,0,1,256.25,1,1,0.6158
29,0.8017,4.7,33.76,7,11,1,0,1,285.09,1,1,0.644
17,0.7726,8.42,40.36,11,3,1,1,6,380.85,1,2,0.7373
38,0.2708,18.98,5.21,9,22,0,0,5,221.53,0,1,0.618
12,0.7844,5.69,42.34,9,23,0,1,0,339.27,1,2,0.6968
25,0.8226,13.7,25.46,3,13,1,0,6,239.26,0,1,0.6007
38,0.3458,15.06,33.03,10,21,2,0,2,295.8,1,1,0.6544
8,0.9094,9.51,39.22,9,2,1,0,3,289.43,1,1,0.6482
29,0.1424,18.81,23.68,11,20,0,0,4,197.55,0,1,0.6414
19,0.2274,15.0,38.4,6,16,0,0,0,196.88,0,1,0.642
8,0.5569,9.7,12.1,13,12,1,1,0,253.84,1,1,0.6135
49,0.5894,11.82,11.37,12,7,1,0,4,291.9,1,1,0.6506
16,0.6484,14.16,31.3,4,11,2,1,6,308.96,1,2,0.6672
36,0.1144,12.25,39.81,12,11,1,0,1,250.7,1,1,0.6104
36,0.9163,17.7,40.7,2,11,0,0,5,295.08,1,1,0.6537
32,0.1379,7.78,30.75,9,1,1,0,1,256.98,1,1,0.6166
17,0.2216,6.7,26.02,7,9,1,0,1,174.49,0,1,0.6639
35,0.1119,5.06,18.26,1,22,1,0,4,170.29,0,1,0.668
18,0.5818,1.72,44.2,0,8,0,0,3,249.34,1,1,0.6091
24,0.8924,1.82,17.79,4,0,0,0,3,260.2,1,1,0.6197
22,0.6661,17.53,34.77,10,3,1,0,5,298.09,1,1,0.6566
33,0.7993,13.89,26.28,3,22,0,0,5,275.23,1,1,0.6344
10,0.1113,13.55,29.34,10,13,0,0,2,188.07,0,1,0.6506
36,0.5607,12.68,20.74,9,15,0,0,2,265.73,1,1,0.6251
33,0.4906,17.14,43.59,14,17,2,0,1,335.16,1,2,0.6928
47,0.5241,10.13,27.87,6,1,0,1,4,350.11,1,2,0.7074
6,0.1614,17.54,42.51,14,5,1,1,5,284.5,1,1,0.6434
27,0.6818,7.83,5.3,12,2,1,0,0,280.99,1,1,0.64
23,0.5277,18.61,27.91,8,19,1,0,3,207.1,0,1,0.6321
35,0.7504,14.27,33.69,5,18,1,0,6,288.54,1,1,0.6473
9,0.5125,5.89,34.8,10,12,1,0,4,231.66,0,1,0.6081
23,0.227,11.72,41.2,0,16,1,0,5,205.79,0,1,0.6334
38,0.651,11.13,5.18,14,13,0,0,2,290.35,1,1,0.6491
14,0.2465,3.62,5.01,7,21,1,0,5,187.51,0,1,0.6512
29,0.8415,12.23,23.89,1,10,2,0,3,263.22,1,1,0.6226
6,0.6211,6.98,6.17,3,15,2,0,5,224.63,0,1,0.615
15,0.2336,1.99,43.98,2,10,1,0,3,200.01,0,1,0.639
35,0.918,19.02,13.88,5,17,2,1,4,315.62,1,2,0.6737
19,0.5406,13.19,23.91,1,1,2,1,5,312.54,1,2,0.6707
13,0.162,17.66,7.45,4,22,1,1,5,161.07,0,1,0.677
27,0.6328,13.85,25.88,10,20,1,0,2,250.1,1,1,0.6098
23,0.3152,7.78,20.2,8,7,1,0,4,205.8,0,1,0.6333
13,0.7831,10.74,6.79,14,13,2,0,0,294.5,1,1,0.6531
39,0.7951,13.84,18.4,2,1,1,0,3,251.57,1,1,0.6113
25,0.9321,19.24,20.66,1,12,2,0,6,278.19,1,1,0.6372
13,0.5266,5.82,44.6,1,9,0,1,6,284.68,1,1,0.6436
32,0.4867,17.62,13.32,14,7,0,1,4,288.34,1,1,0.6471
11,0.7405,18.56,26.79,8,6,0,1,6,282.08,1,1,0.641
20,0.2126,13.74,44.49,5,12,0,0,4,207.87,0,1,0.6313
20,0.5649,18.69,36.68,1,23,2,0,6,244.61,1,1,0.6045
37,0.5643,8.56,44.73,2,18,0,0,0,276.84,1,1,0.6359
8,0.1761,19.11,43.73,14,23,1,1,4,238.63,0,1,0.6013
8,0.4553,14.35,24.58,13,14,0,0,3,220.12,0,1,0.6194
43,0.8253,1.8,32.86,0,21,0,0,6,322.79,1,2,0.6807
44,0.8277,18.23,9.42,1,1,0,0,1,262.51,1,1,0.6219
21,0.1844,10.2,22.65,14,21,2,0,1,269.71,1,1,0.629
41,0.1771,9.75,37.36,1,4,1,0,2,231.73,0,1,0.6081
43,0.3233,11.76,25.21,10,18,1,1,0,293.6,1,1,0.6523
33,0.8436,3.84,33.11,1,0,2,0,2,307.88,1,2,0.6662
40,0.2096,9.91,34.83,6,6,2,0,1,293.09,1,1,0.6518
42,0.712,16.79,15.14,2,17,1,0,0,215.45,0,1,0.6239
43,0.186,1.29,40.03,12,0,0,0,4,312.81,1,2,0.671
41,0.6297,6.19,23.39,14,0,0,0,4,328.7,1,2,0.6865
39,0.4027,1.05,13.41,13,6,0,0,3,296.98,1,1,0.6556
11,0.7706,8.9,39.62,10,16,0,0,5,308.25,1,2,0.6665
31,0.2986,14.84,21.71,3,5,0,1,1,249.43,1,1,0.6092
32,0.6433,16.18,35.01,1,19,0,0,4,221.49,0,1,0.618
26,0.3003,18.96,26.92,4,11,2,0,0,208.28,0,1,0.6309
18,0.7066,12.56,20.27,13,19,2,1,5,361.97,1,2,0.7189
11,0.8426,5.84,37.4,8,14,0,1,5,345.07,1,2,0.7024
41,0.2078,18.56,28.38,11,12,2,0,4,273.59,1,1,0.6328
26,0.8366,15.73,20.62,8,11,1,1,2,275.23,1,1,0.6343
9,0.6045,11.91,9.38,6,20,0,0,2,185.02,0,1,0.6536
6,0.208,14.22,40.82,11,1,1,0,2,212.37,0,1,0.6269
31,0.4634,18.56,6.42,7,20,0,0,5,218.46,0,1,0.621
25,0.2367,14.54,39.53,12,17,0,0,2,260.26,1,1,0.6198
42,0.6953,8.0,19.4,13,3,1,0,2,339.8,1,2,0.6973
19,0.745,14.55,30.57,4,9,1,0,5,231.73,0,1,0.6081
25,0.1899,1.77,41.89,4,10,0,0,3,239.95,0,1,0.6001
14,0.5302,8.34,11.07,11,20,1,0,2,212.06,0,1,0.6272
27,0.7924,8.72,27.68,2,5,2,0,3,311.52,1,2,0.6697
43,0.8957,4.17,35.58,5,5,1,1,3,392.27,1,2,0.7485
9,0.5365,1.44,35.3,0,8,1,0,4,200.1,0,1,0.6389
5,0.9077,3.53,26.03,2,19,1,0,5,238.7,0,1,0.6013
17,0.5553,13.44,29.99,10,12,1,1,0,265.03,1,1,0.6244
25,0.4351,16.24,35.3,1,4,0,0,2,219.67,0,1,0.6198
30,0.821,19.78,38.64,6,5,2,0,0,323.45,1,2,0.6814
49,0.519,7.58,35.47,8,3,2,0,1,379.8,1,2,0.7363
25,0.5011,12.39,19.16,3,5,0,0,3,222.77,0,1,0.6168
22,0.5168,18.81,44.87,6,17,1,0,6,237.84,0,1,0.6021
41,0.8198,4.17,22.38,7,12,1,1,1,342.28,1,2,0.6997
49,0.8072,14.64,5.98,9,22,0,0,3,293.8,1,1,0.6525
36,0.443,15.34,19.5,1,2,0,0,2,221.1,0,1,0.6184
40,0.3833,2.69,10.11,6,9,0,0,1,253.17,1,1,0.6128
21,0.5181,17.36,9.86,12,3,2,0,5,302.47,1,2,0.6609
39,0.5869,16.45,16.26,11,14,0,0,4,270.25,1,1,0.6295
15,0.3026,1.63,7.14,2,11,0,1,1,208.35,0,1,0.6309
25,0.7749,2.73,32.54,7,14,0,0,3,300.24,1,2,0.6587
30,0.5135,1.93,7.96,5,20,1,0,5,260.25,1,1,0.6197
8,0.3839,7.36,13.13,2,9,2,0,3,198.66,0,1,0.6403
38,0.1908,10.68,8.72,7,11,1,0,0,191.81,0,1,0.647
22,0.303,11.11,7.53,10,21,0,1,6,262.66,1,1,0.6221
44,0.9069,6.09,15.71,12,7,1,1,6,397.21,1,2,0.7533
39,0.3593,18.32,27.88,2,20,1,0,1,190.81,0,1,0.648
45,0.2435,8.0,43.59,8,20,1,0,4,285.35,1,1,0.6442
33,0.4916,1.87,40.02,10,2,1,0,2,323.37,1,2,0.6813
33,0.361,6.7,40.04,2,6,0,0,0,241.99,1,1,0.6019
42,0.1299,11.09,12.04,0,17,0,1,1,209.24,0,1,0.63
46,0.3747,8.76,15.6,12,2,0,0,0,314.56,1,2,0.6727
25,0.5625,6.2,8.06,1,14,2,0,1,218.24,0,1,0.6212
46,0.569,3.5,36.14,3,1,1,0,6,339.5,1,2,0.697
17,0.4031,16.56,7.79,12,14,1,0,2,186.83,0,1,0.6518
45,0.4802,19.93,27.27,10,12,2,0,2,292.92,1,1,0.6516
21,0.9207,7.26,14.92,1,23,2,0,6,286.1,1,1,0.6449
13,0.4207,8.25,14.74,3,19,0,0,4,175.53,0,1,0.6629
45,0.3195,12.74,44.63,3,9,0,0,0,266.88,1,1,0.6262
5,0.3069,14.65,35.27,3,23,2,0,4,190.83,0,1,0.6479
6,0.4891,8.45,38.48,0,23,2,0,1,212.85,0,1,0.6265
33,0.7456,18.19,27.88,8,23,1,0,2,252.35,1,1,0.612
37,0.2751,11.64,39.84,9,23,2,0,2,304.16,1,2,0.6626
14,0.7029,9.56,30.82,10,7,0,0,3,266.45,1,1,0.6258
44,0.118,13.29,42.85,6,15,0,0,3,254.14,1,1,0.6138
25,0.4561,19.1,16.25,1,15,1,0,6,167.02,0,1,0.6712
32,0.7595,16.1,28.81,2,1,2,0,4,302.88,1,2,0.6613
15,0.3879,1.76,32.61,12,8,1,0,0,256.87,1,1,0.6164
38,0.5792,7.31,20.72,7,7,1,0,6,281.62,1,1,0.6406
12,0.2742,9.94,40.19,6,10,0,0,1,205.54,0,1,0.6336
26,0.7307,6.98,44.19,3,0,0,0,4,273.58,1,1,0.6327
12,0.1444,14.3,24.75,3,20,2,1,2,214.43,0,1,0.6249
19,0.8247,16.7,20.63,8,10,0,1,2,271.44,1,1,0.6307
21,0.2685,14.9,23.88,14,17,1,1,2,256.81,1,1,0.6164
27,0.8432,19.8,39.11,4,20,1,0,1,238.22,0,1,0.6017
28,0.3996,6.18,30.82,13,14,1,0,6,301.72,1,2,0.6602
49,0.7143,17.62,6.79,12,23,2,0,4,318.53,1,2,0.6766
23,0.3713,15.57,26.69,10,8,1,1,1,250.75,1,1,0.6105
9,0.87,7.88,5.69,4,8,1,1,5,254.72,1,1,0.6144
36,0.2076,14.95,36.14,14,0,0,0,2,271.12,1,1,0.6303
48,0.2517,2.98,18.13,6,6,0,0,3,263.04,1,1,0.6225
5,0.5191,16.0,23.88,0,11,1,0,4,123.45,0,0,0.7136
27,0.1696,11.11,36.95,2,23,0,0,3,197.32,0,1,0.6416
41,0.2666,6.55,6.86,1,9,2,0,4,230.0,0,1,0.6098
12,0.9022,13.46,11.34,10,18,1,1,6,290.19,1,1,0.6489
17,0.93,13.19,20.92,9,15,0,0,2,266.48,1,1,0.6258
12,0.4198,4.98,14.2,5,5,0,0,3,222.79,0,1,0.6168
27,0.8848,1.58,18.52,10,10,0,1,3,355.17,1,2,0.7123
47,0.5631,9.24,44.93,11,18,1,0,4,334.91,1,2,0.6925
5,0.3293,11.82,38.02,5,18,2,0,5,232.25,0,1,0.6076
49,0.697,17.66,40.36,9,17,1,0,5,331.48,1,2,0.6892
28,0.6601,18.64,42.48,0,14,0,0,3,216.39,0,1,0.623
39,0.9408,11.05,18.64,13,15,0,0,3,340.08,1,2,0.6976
28,0.3253,15.32,16.88,13,13,0,0,6,257.6,1,1,0.6172
21,0.6713,9.35,14.36,5,7,1,0,2,206.08,0,1,0.6331
9,0.1442,15.18,38.2,9,7,0,0,4,180.38,0,1,0.6581
24,0.1966,4.89,32.18,1,1,0,0,4,229.1,0,1,0.6106
25,0.1033,8.05,14.45,10,5,0,0,0,235.76,0,1,0.6041
44,0.9495,13.05,20.08,3,12,1,0,4,264.24,1,1,0.6236
35,0.7819,1.35,25.27,5,12,1,0,2,287.2,1,1,0.646
40,0.7687,14.73,26.13,2,20,2,0,3,275.53,1,1,0.6346
15,0.5333,16.88,40.55,2,11,1,0,6,202.06,0,1,0.637
19,0.3551,8.58,20.22,11,1,1,0,0,248.16,1,1,0.608
23,0.2286,9.51,41.34,2,20,0,0,6,236.66,0,1,0.6033
11,0.342,17.17,22.65,3,19,0,0,6,172.57,0,1,0.6657
32,0.4196,15.74,34.85,8,11,1,0,3,236.01,0,1,0.6039
47,0.7429,6.47,42.21,3,16,0,1,4,360.49,1,2,0.7175
9,0.5587,7.16,41.3,12,5,0,1,1,363.41,1,2,0.7203
9,0.1659,13.9,7.28,3,6,0,0,3,116.3,0,0,0.7206
34,0.1153,11.7,13.23,3,5,0,0,5,217.11,0,1,0.6223
36,0.187,4.08,24.08,6,20,0,0,4,241.68,1,1,0.6016
12,0.4489,6.89,22.26,4,3,2,0,5,286.07,1,1,0.6449
14,0.8932,18.1,30.64,11,20,0,0,2,257.72,1,1,0.6173
42,0.6418,14.08,42.79,1,8,0,0,5,291.66,1,1,0.6504
36,0.7816,19.73,9.5,6,4,0,1,4,298.51,1,1,0.657
32,0.4964,15.57,23.07,2,9,1,1,0,224.26,0,1,0.6153
21,0.4074,18.9,12.7,10,14,1,0,5,211.77,0,1,0.6275
35,0.1921,5.11,40.76,0,7,0,0,1,221.72,0,1,0.6178
12,0.8445,15.66,43.58,8,22,1,0,6,271.58,1,1,0.6308
44,0.7657,1.38,24.15,4,3,0,0,1,336.13,1,2,0.6937
29,0.2429,13.74,9.16,9,4,1,1,1,248.36,1,1,0.6081
13,0.5354,9.92,36.41,0,6,1,0,5,201.68,0,1,0.6374
6,0.5143,7.59,32.89,10,5,1,0,2,252.01,1,1,0.6117
19,0.6313,17.39,19.19,0,12,1,0,1,146.82,0,0,0.6909
7,0.9043,17.23,40.5,0,18,0,0,3,203.34,0,1,0.6357
40,0.5928,1.42,44.03,11,9,1,0,6,354.41,1,2,0.7116
8,0.5592,12.58,27.31,8,14,0,0,2,213.66,0,1,0.6257
18,0.1428,7.99,27.63,12,2,2,0,4,294.64,1,1,0.6533
45,0.1535,8.9,16.9,7,17,0,0,0,233.35,0,1,0.6065
45,0.2592,16.81,28.38,10,13,1,0,2,244.84,1,1,0.6047
29,0.1276,6.89,22.59,12,2,0,0,6,299.72,1,1,0.6582
14,0.7318,18.92,17.09,14,10,0,0,6,280.82,1,1,0.6398
25,0.7148,4.41,7.69,12,9,1,0,0,271.64,1,1,0.6309
40,0.2156,13.59,15.11,5,16,1,1,2,224.12,0,1,0.6155
16,0.8107,13.77,12.91,9,12,0,0,4,241.59,1,1,0.6015
31,0.2316,5.79,26.68,14,1,0,0,0,323.86,1,2,0.6818
44,0.356,7.17,29.07,14,12,1,1,6,368.61,1,2,0.7254
6,0.3116,16.86,29.34,5,18,0,1,2,199.03,0,1,0.6399
17,0.4165,15.47,20.53,5,4,1,1,6,265.08,1,1,0.6245
36,0.3165,7.25,21.85,3,15,1,0,0,202.06,0,1,0.637
35,0.5156,11.15,38.37,4,9,1,0,1,235.51,0,1,0.6044
20,0.4463,2.17,24.05,9,11,0,0,6,283.99,1,1,0.6429
36,0.9386,4.97,44.51,2,19,1,1,1,340.62,1,2,0.6981
36,0.1475,10.23,22.58,2,12,0,0,5,215.85,0,1,0.6235
38,0.2209,2.63,30.98,9,20,0,0,1,285.78,1,1,0.6446
15,0.1449,17.02,7.01,6,15,1,0,3,117.77,0,0,0.7192
14,0.632,14.64,31.13,4,21,0,0,1,210.76,0,1,0.6285
19,0.1463,18.93,39.06,7,20,0,0,1,185.79,0,1,0.6529
21,0.811,14.18,42.7,4,0,1,1,4,280.4,1,1,0.6394
44,0.5351,18.87,44.89,11,21,2,0,0,334.71,1,2,0.6923
22,0.548,11.54,16.29,3,8,1,0,0,190.34,0,1,0.6484
13,0.5774,12.4,28.01,13,15,0,1,1,307.83,1,2,0.6661
29,0.2452,19.56,23.03,2,18,0,0,0,165.77,0,1,0.6724
44,0.268,13.2,27.55,11,14,1,0,2,256.13,1,1,0.6157
18,0.371,1.58,11.3,1,17,1,0,5,185.73,0,1,0.6529
29,0.6045,14.75,39.25,2,21,0,0,6,273.67,1,1,0.6328
26,0.2786,18.2,41.38,6,11,1,0,1,200.59,0,1,0.6384
34,0.1989,16.12,22.99,7,13,0,0,5,233.18,0,1,0.6067
24,0.9246,12.09,16.22,14,2,0,1,1,369.52,1,2,0.7263
25,0.1187,13.75,10.63,4,3,0,1,3,223.99,0,1,0.6156
48,0.7823,19.81,32.35,10,5,1,0,5,352.28,1,2,0.7095
36,0.7698,2.72,17.49,0,15,0,0,2,251.77,1,1,0.6115
25,0.3526,13.68,41.38,2,12,0,0,1,206.61,0,1,0.6326
39,0.2153,6.38,31.84,3,11,0,0,1,238.15,0,1,0.6018
36,0.2238,13.16,30.83,9,21,2,0,0,282.8,1,1,0.6417
34,0.6928,12.54,27.38,12,11,1,0,1,279.84,1,1,0.6388
43,0.6464,3.92,6.83,12,1,0,0,5,359.94,1,2,0.7169
16,0.7653,4.93,42.28,11,12,1,0,5,321.03,1,2,0.679
45,0.8969,12.81,30.12,3,2,0,0,1,319.75,1,2,0.6778
22,0.6881,3.44,44.76,11,12,1,0,1,310.66,1,2,0.6689
25,0.2325,6.04,26.49,0,1,1,0,1,197.41,0,1,0.6415
17,0.3069,16.87,33.4,9,18,1,0,3,193.81,0,1,0.645
25,0.8159,7.21,7.25,8,8,0,0,2,259.65,1,1,0.6192
12,0.2779,10.27,30.27,11,19,2,1,6,310.61,1,2,0.6688
44,0.1616,18.88,35.59,9,0,1,0,5,253.85,1,1,0.6135
11,0.6978,5.32,36.14,14,12,2,0,3,330.05,1,2,0.6878
27,0.4421,8.4,35.8,14,1,1,0,6,346.4,1,2,0.7037
48,0.882,12.52,14.05,3,14,2,0,0,302.31,1,2,0.6608
36,0.6527,15.35,44.02,1,18,1,0,4,235.77,0,1,0.6041
15,0.1769,18.13,44.81,12,15,0,0,1,217.96,0,1,0.6215
26,0.9057,18.39,8.02,8,10,1,0,5,247.27,1,1,0.6071
26,0.3198,15.76,42.46,13,14,1,0,6,277.63,1,1,0.6367
47,0.3866,5.34,16.58,3,5,2,0,0,316.92,1,2,0.675
29,0.4419,1.47,32.57,3,13,0,0,5,279.48,1,1,0.6385
26,0.1435,8.29,18.52,10,5,1,0,4,240.99,1,1,0.601
32,0.522,3.69,43.71,5,18,2,0,6,353.39,1,2,0.7106
33,0.2048,14.5,9.06,7,4,2,0,1,246.81,1,1,0.6066
17,0.4408,13.56,24.91,4,10,0,0,5,212.89,0,1,0.6264
22,0.3981,1.84,22.12,11,3,1,0,1,279.62,1,1,0.6386
6,0.7569,16.9,18.04,7,8,1,0,4,174.93,0,1,0.6634
33,0.7827,5.73,30.82,0,8,0,0,3,275.12,1,1,0.6342
25,0.2304,9.21,10.24,12,16,2,0,6,274.92,1,1,0.6341
19,0.4116,13.69,33.67,3,7,1,0,4,177.08,0,1,0.6614
31,0.4174,9.16,44.22,0,14,1,0,4,212.29,0,1,0.627
35,0.2287,9.38,37.18,2,8,2,1,5,314.36,1,2,0.6725
19,0.7787,2.25,39.4,10,4,0,0,6,371.71,1,2,0.7284
27,0.7011,8.63,19.39,6,3,2,1,2,359.52,1,2,0.7165
28,0.2618,15.53,18.0,0,19,1,0,1,146.64,0,0,0.691
48,0.4117,18.39,25.68,4,17,2,0,6,279.12,1,1,0.6381
17,0.1899,8.86,6.83,0,8,1,0,5,144.61,0,0,0.693
26,0.634,9.05,42.81,5,20,0,0,1,280.86,1,1,0.6398
47,0.2032,14.35,10.75,8,2,1,0,3,237.29,0,1,0.6026
41,0.938,18.91,41.12,2,21,0,0,6,303.19,1,2,0.6616
37,0.7636,6.07,8.34,10,8,1,1,3,322.26,1,2,0.6802
7,0.4317,9.36,37.9,10,8,1,0,2,217.75,0,1,0.6217
23,0.5918,16.12,11.08,13,20,1,0,2,233.91,0,1,0.6059
27,0.8746,12.58,6.53,11,23,1,0,2,256.95,1,1,0.6165
33,0.571,3.1,33.78,14,3,1,0,3,349.69,1,2,0.707
34,0.2483,12.93,16.21,5,20,1,1,4,224.83,0,1,0.6148
43,0.4219,4.55,33.58,3,6,1,0,5,283.27,1,1,0.6422
48,0.8167,10.69,27.2,5,6,2,0,1,326.79,1,2,0.6846
29,0.6476,11.05,9.35,1,22,0,0,1,194.69,0,1,0.6442
41,0.6531,17.65,42.29,3,7,2,1,5,357.51,1,2,0.7146
12,0.8368,9.79,23.09,12,20,0,0,0,276.85,1,1,0.6359
46,0.8599,6.31,34.38,12,0,1,1,3,400.46,1,2,0.7564
20,0.8818,5.39,25.04,6,8,1,0,3,266.61,1,1,0.6259
12,0.1806,17.61,29.17,10,22,1,1,2,204.47,0,1,0.6346
5,0.5625,4.25,17.11,5,11,0,0,6,216.76,0,1,0.6227
48,0.7294,9.09,13.01,8,5,0,0,6,349.96,1,2,0.7072
9,0.7434,4.56,26.7,10,12,0,0,5,290.19,1,1,0.6489
7,0.6157,15.69,22.61,6,4,1,0,0,199.4,0,1,0.6396
5,0.2418,10.01,20.6,0,20,0,0,0,124.94,0,0,0.7122
8,0.7778,7.67,31.9,5,18,0,0,3,242.11,1,1,0.6021
44,0.7121,7.86,32.62,10,0,0,0,2,332.5,1,2,0.6902
39,0.1732,17.19,6.84,2,21,0,0,1,158.51,0,1,0.6795
36,0.4942,11.52,18.55,7,23,2,0,2,281.53,1,1,0.6405
46,0.2479,14.64,21.47,12,17,1,0,1,252.02,1,1,0.6117
38,0.3869,18.04,8.88,0,7,2,0,6,213.18,0,1,0.6261
47,0.1154,18.13,14.44,9,23,1,0,3,200.4,0,1,0.6386
29,0.4403,7.24,7.07,1,7,2,0,2,222.0,0,1,0.6175
14,0.5674,19.1,44.85,2,14,1,0,0,184.88,0,1,0.6537
25,0.6266,1.47,34.46,13,18,1,0,5,332.6,1,2,0.6903
43,0.664,8.16,8.5,2,9,1,0,4,233.55,0,1,0.6063
31,0.8108,18.02,5.81,6,23,0,1,0,262.09,1,1,0.6215
31,0.2831,6.22,33.77,12,15,1,0,6,288.95,1,1,0.6477
6,0.2024,6.19,22.57,7,10,2,0,5,234.37,0,1,0.6055
45,0.8238,6.75,36.47,14,11,1,0,1,358.21,1,2,0.7153
17,0.2331,12.63,41.94,8,15,1,0,3,208.57,0,1,0.6306
13,0.9285,9.33,28.97,6,15,2,1,2,336.05,1,2,0.6936
40,0.8162,14.81,12.48,7,19,2,0,6,317.91,1,2,0.676
26,0.5257,18.0,36.29,10,2,1,0,6,294.15,1,1,0.6528
46,0.9342,13.81,43.23,14,8,2,1,3,457.2,1,2,0.8118
30,0.1828,4.88,28.21,5,7,0,0,3,219.28,0,1,0.6202
16,0.3576,18.72,32.28,1,9,0,0,1,149.91,0,0,0.6878
21,0.6425,6.03,18.5,0,12,0,1,3,244.74,1,1,0.6046
18,0.3975,3.85,20.26,2,17,1,0,2,180.2,0,1,0.6583
18,0.8891,2.71,34.39,8,12,0,0,6,331.61,1,2,0.6893
38,0.1558,11.7,42.11,12,12,0,0,0,281.11,1,1,0.6401
24,0.567,3.16,30.16,6,14,0,0,3,259.81,1,1,0.6193
15,0.6022,3.64,36.59,1,12,0,1,2,262.13,1,1,0.6216
20,0.6548,6.7,11.87,13,15,1,0,2,249.59,1,1,0.6093
35,0.3173,6.35,13.48,0,7,0,0,1,195.41,0,1,0.6435
10,0.4099,12.48,26.28,1,18,1,0,3,148.72,0,0,0.689
23,0.8171,16.52,12.06,14,9,0,0,6,294.81,1,1,0.6534
41,0.2657,15.47,30.4,2,11,0,1,1,253.33,1,1,0.613
8,0.8028,5.99,16.67,13,13,2,0,0,298.28,1,1,0.6568
8,0.5783,5.66,36.66,5,5,2,0,0,290.0,1,1,0.6487
24,0.7479,19.35,37.32,11,20,1,0,5,291.34,1,1,0.6501
14,0.7066,1.16,23.55,8,23,0,0,2,270.84,1,1,0.6301
28,0.2764,17.71,12.23,7,8,2,1,3,251.73,1,1,0.6114
39,0.5835,4.79,30.87,9,6,1,0,5,321.53,1,2,0.6795
30,0.8376,19.0,44.71,8,5,1,0,6,326.04,1,2,0.6839
41,0.4673,7.5,29.9,10,21,1,0,2,286.5,1,1,0.6453
42,0.9216,9.37,6.43,10,0,0,1,6,374.26,1,2,0.7309
25,0.4844,14.44,5.69,7,20,1,0,3,191.71,0,1,0.6471
44,0.2214,12.17,17.81,6,13,1,0,1,210.97,0,1,0.6283
43,0.431,7.04,12.83,5,23,1,0,0,230.38,0,1,0.6094
25,0.9089,11.52,37.52,7,5,0,0,5,351.02,1,2,0.7082
14,0.3718,14.88,38.79,5,11,2,1,6,300.96,1,2,0.6594
42,0.8379,1.8,15.34,1,16,0,0,5,308.15,1,2,0.6664
8,0.8491,1.21,18.03,12,4,1,1,0,340.41,1,2,0.6979
49,0.3977,9.7,14.45,8,10,0,0,1,264.41,1,1,0.6238
24,0.1708,3.5,41.34,8,4,1,0,4,265.4,1,1,0.6248
21,0.7159,13.62,25.11,2,11,0,1,4,256.28,1,1,0.6159
11,0.3648,5.07,31.25,8,2,1,0,6,266.71,1,1,0.626
8,0.7655,9.22,21.62,1,23,0,0,4,203.34,0,1,0.6357
33,0.4763,4.76,30.24,11,8,1,0,3,286.14,1,1,0.645
18,0.5125,11.42,20.43,13,5,0,1,5,349.08,1,2,0.7063
7,0.7612,3.21,18.59,2,21,2,0,1,237.62,0,1,0.6023
28,0.425,1.44,30.38,13,1,2,0,3,363.64,1,2,0.7205
41,0.4767,1.97,28.64,5,1,1,0,3,305.53,1,2,0.6639
20,0.4198,19.13,16.74,13,21,2,0,6,278.67,1,1,0.6377
8,0.4122,3.7,10.97,3,11,0,0,1,165.61,0,1,0.6725
